ID,Translation,Host_Lemma,Host_Trans,Form,Context
2885,"перен. непоседа (букв. хоть цепью привяжи; все равно дома не усидит)",иши,нареч. в значении в доме,ишхъе,раххасади ваншалала ишхъе винхай вилълъевчIи 
2886,в доме никого (нет) (букв. в доме ни одной души),иши,нареч. в значении в доме,ишхъе,ишхъе цебдала рухI гучIи
2887,дома не осталось ничего стоящего,иши,нареч. в значении в доме,ишхъе,ишхъе сахаб нāда беххуйчIа 
2888,ты не провел дома ни одного дня?,иши,нареч. в значении в доме,ишхъе,мин ишхъе цебдала зив тIамичIама?
2889,"сколько ни приходил; тебя дома не застал",иши,нареч. в значении в доме,ишхъе,чамцIи вацIалала; мин ишхъе винсевчIи
2890,на сегодня оставьте меня дома,иши,нареч. в значении в доме,ишхъе,эгьелиссуб ден ишхъе вета
2891,сады (дальние),unclear,,Да́курахъе ,Да́курахъе 
2892,место на солнечной стороне,unclear,,Ми́хъе,Ми́хъе
2893,Дети сами остались дома,иши,нареч. в значении в доме,ишхъе,МакIил гьилда реххуда ишхъе 
2894,Дома никого нет.,иши,нареч. в значении в доме,ишхъе,Ишхъе энкIвала гучIи
2895,"Когда приехал гость; меня не было дома",иши,нареч. в значении в доме,ишхъе,ЦIцIē гъваруди ищи ишхъе рукIичIа
2896,"Не осталась дома; пока приготовила обед",иши,нареч. в значении в доме,ишхъе,Маква игьидера ишхъе йигъичIа
2897,в Ботлихе расквартирована одна бригада Российской армии,Буйхе,Ботлих,Буйхе,Буйхе решку ида Ра]ийалъи армилъи цеб биргада
2898,завтра мальчика оставь у нас,и́щи,мы,ищихе,ахара вама ищихе вета
2899,у нас развито садоводство,и́щи,мы,ищихе,ищихе ахихъанлъи ссеа битIу ида 
2901,оставить вечером ребенка у бабушки,ила,мать,илухе,макIи хадал йечIуха илухе вети
2902,оставь книгу у меня,ден>диб/дий,я,дихе,хъуча дихе бета
2903,у них всегда бывают гости,гьу>гьулу,это>они,гьулухе,гьулухе индагIалла цIцIебала рукIе
2904,"мы знаем; что у тебя есть деньги (т.е. наличие денег)",мин>дуб,ты,духе,духе арси букIир ищи бегъе
2905,у нас земляника не растет,и́щи,мы,ищихе ,ищихе гъаркъи бижевчIи
2906,несущаяся в чужом гнезде курица (о расто-чительной женщине),гьекIуб,чужой,гьекIухе,гьекIухе махата багьихаб энэчу
2907,я у вас впервые (в первый раз),би́шди,вы,биштихе ,ден биштихе гьечIиссеассуб микъиди ида
2908,на такой работе должен быть инициативный человек,му́ху,"труд; работа",мухе,гьаштуб мухе жигарав адам вукIи вукке 
2909,все остались у нас,и́щи,мы,ищихе ,идалъалбугъа ищихе ригъу 
2910,"когда бы ни пришел; у вас люди ",би́шди,вы,биштихе ,инда гъвалала биштихе адамал рукIе
2911,он постоянно бывает у нас,и́щи,мы,ищихе ,гов индагIалла ищихе вукIе 
2912,оставайся на работе сколько угодно (време-ни),му́ху,"труд; работа",мухе,иштакъваралала заманади вукIуба мухе
2913,задержали на работе,му́ху,"труд; работа",мухе,мухе кватIо 
2914,"хлеб; выпеченный в коре",кор,"кор (общественная пекарня; печь (приспособленная для выпечки хлеба на углях))",корихе,корихе бежаб гъани
2915,оставайся на работе сколько угодно,му́ху,"труд; работа",мухе,къварабугъу вигъи мухе
2916,большую часть времени я провожу у ба-бушки,ила,мать,илухе,кьонихибугъа заманади ден йечIуха илухе вукIе 
2917,в горах трудно вести хозяйство,магIарул,горный,магIарухе,магIарухе магIишат игьи захIматаб ида 
2918,у нас проживают люди разных националь-ностей,илIи,мы (инкл),илIихе,илIихе батIе-батIел миллаталъи адамал ида 
2919,а) рис у нас не растет б) рис у нас не возде-лывают ,илIи,мы (инкл),илIихе,поло илIихе бижевчIи
2920,наш райцентр в Ботлихе,Буйхе,Ботлих,Буйхе,ищиб райцентра Буйхе ида
2921,он останавливается у нас,и́щи,мы,ищихе,гов ищихе решкве
2922,все остались у нас,и́щи,мы,ищихе,тIоргуда ищихе ригъу
2923,у нас трудолюбивые люди,и́щи,мы,ищихе,ищихе халкъ муху идихал ида
2924,у него денег было вдоволь,гьущý,3sg.M,гьущухе,хIархьидера букIа гьущухе арси
2925,ещё один день проведу в гостях,цІцІе>цІцІеруб,"гость; гостья",цIцIерухе,цебла зив тIамикIаб цIцIерухе
2926,иногда бывает у нас (кто-л.),и́щи,мы,ищихе,це-цеб микъе ищихе вукIе 
2927,ответственность в работе возросла,му́ху,"труд; работа",мухе,мухе жавабчилъи цIцIикIкIив
2928,сегодня (сегодняшним) вечером оставайтесь у нас,и́щи,мы,ищихе,эрхалиссуб ищихе йигъи 
2929,местность у Боржи,Боржи,Боржи (мужское имя),Бо́ржихе,Бо́ржихе
2930,пашни (букв. пашни у зуба),гуги салу,кореной зуб,Гу́гихе,Гу́гихе
2931,местность (букв. у трех волков),бацIа,волк,бацIащухе ,Гьабу́да бацIащухе 
2932,"сады у речки; местность",инххи,"река; ручей",И́нххе ,И́нххе 
2933,"покосы; сады (букв. у жаркого места)",кор,"кор (общественная пекарня; печь (приспособленная для выпечки хлеба на углях))",Ко́рихе,Ко́рихе
2934,пастбище,? мукъу,"жердь; бревно; насест (для кур)",Му́къухе,Му́къухе
2935,сады (букв. у сторожевой пашни),щеба,башня сторожевая,Ще́бахе,Ще́бахе
2936,местность у кладбища,залам,кладбище,Зана́нахе ,Зана́нахе 
2937,местность у кора,кор,"кор (общественная пекарня; печь (приспособленная для выпечки хлеба на углях))",Ко́рихе,Ко́рихе
2938,местность (букв. у мельницы),хвабу,мельница,Ха́бухе,Ха́бухе
2939,сады,unclear,,ЦIа́бахе,ЦIа́бахе
2940,Анчих (название села),unclear,,А́нчихе,А́нчихе
2941,Ахвах (название села),unclear,,А́хьвахе,А́хьвахе
2942,Алак (название села),unclear,,ГIа́лахе,ГIа́лахе
2943,у отца,има,отец,имухе,имухе
2944,До темноты задержались мы у соседей,мадухал>мадухалзáбалъи,сосед>соседи,мадухалзабалъихе ,Боццидера рехху ищи мадухалзабалъихе 
2945,она сообщила эту весть всем,тIоргу//тIоргуда,все,тIоргудалухи,голълъиди хабар тIоргудалухи ангьо миса
2946,я его предупредил,гьущý,3sg.M,гьущухи,ишкур гьущухи ангьо
2947,никому не говори,ада́м,человек,адамихи,цевдала адамихи масасси 
2948,сидеть в тени,анччу,тень,анччудахи,анччудахи гьачIчIахи рукIи
2948,сидеть в тени,гьачIчIахи,"наземь; на пол",гьачIчIахи,анччудахи гьачIчIахи рукIи
2950,купить за деньги ,арси,"деньги; серебро",арсихи,арсихи ибхи  
2951,а) развести огонь в очаге б) затопить печь ,ахъул,"место перед камином; очаг; топка печи",ахъулу ,ахъулу цIай рикуй
2952,по краям посадили цветы,бай>байбалъи,край>края,байбахи,байбахи гигина бекьу 
2953,сын желает быть похожим на отца,има,отец,имухи,вашащуй имухи валълъина вукIи къоро ида
2954,"танцевать; уподобляясь ей",гой>голълъи(й),та>той(Д.П.),голълъихи,голълъихи балълъино кьибдалъи
2955,стать похожим на отца,има,отец,имухи,имухи валълъини 
2956,ты не уподобляйся ей,гой>голълъи(й),та>той(Д.П.),голълъихи,голълъихи йалълъинабасси мин 
2957,подобно этому,гьу,это,гьулълъихи,гьулълъихи балълъино 
2958,спасибо за помощь ,кумак,помощь,кумакахи ,баркалла кумакахи 
2959,поговори с ним отдельно,гощуб,он (р.п.),гощухи,гощухи батIе гулата вагьи 
2960,"в знач. нареч. в горах; см. бēле",бел>бēбалъи,гора>горы,БĒБАХИ,БĒБАХИ
2961,в знач. нареч. в горы,бел>бēбалъи,гора>горы,БĒБАХА,БĒБАХА
2962,сообщить отцу,има,отец,имухи,имухи бегъай
2963,озяб на ветру,мучу,ветер,мучулахи,мучулахи вегъаша
2964,крапива обожгла руки,реа>реабалъи,рука(кисть)>руки,реабахи,бегьаради реабахи къамду 
2965,у внутреннего края пашни,бекьар,"край; обочина",бекьарахи,хурилъи бекьарахи
2966,у основания стены,бекьар,"край; обочина",бекьарахи,къинда бекьарахи
2967,стать у края (чего-л.),бекьар,"край; обочина",рекьарахи,рекьарахи ригъи 
2968,стоять в углу,бекIун,угол,бекIунахи,бекIунахи гьичIчIу вигъи
2969,я не люблю сидеть в углу с краю ,бекIун,угол,бекIунахи,бекIунахи гьачIчIахи вукIи идевчIи 
2970,заплатить за билет,белет,билет,белетахи,белетахи арси икки(//кки)
2971,а) раньше взамен фруктов получали кар-тошку б) раньше фрукты меняли на кар-тошку,бехъи,фрукты,бехъахи,ссеа бехъахи берша катушка ибхихаб(//хихаб) букIа 
2972,обменять фрукты на картошку,катушка,картошка,катушкахи,катушкахи бехъи бершай
2973,"а) пустить по ветру б) промотать;",мучу,ветер,мучулахи,мучулахи бешти 
2974,в горах (на селе) виноград поздно созревает (букв. рано не созревает),гьани>гьане,село>села,гьанēхи,гьанēхи кIикIи бекъа бигъевчIи 
2975,на лугу выросли цветы,гъурда,луг,гъурдехи,гъурдехи гигинабалъи бижа 
2976,я не решусь сказать ему в глаза (//лицо),гьущý,3sg.M,гьущухи,дий билълъевчIи гьущухи гьада гьикьи // дий билълъевчIи гьущухи ххунхху баха гьикьи
2977,за бензин дали деньги,бинзин,бензин,бинзинахи ,бинзинахи арси икку
2978,"погов. ругать дочь; чтобы поняла невестка",йеши>йешилълъи(й),дочь>дочь. (DAT),йешилълъихи,нусалълъи бичIчIи йешилълъихи йехъваталъи 
2979,работать впотьмах ,боццу,темный,боццулахи,боццулахи игьалъи 
2980,"неудачный выбор; сделка (букв. впотьмах сделанное)",боццу,темный,боццулахи,боццулахи игьаб 
2981,в темноте,боцци>боццур,темнеть>темнота,боццурхи,боццурхи
2982,висящая на гвозде одежда,гьанкIва,гвоздь,гьанкIвахи,гьанкIвахи буххōхоб раъалъи
2983,смазать руки вазелином,реа>реабалъи,рука(кисть)>руки,реабахи,реабахи вазелин буши 
2984,"ай-ай-ай; как ты его сильно отругал!",гьущý,3sg.M,гьущухи,вабабāйи; ишта сурабивла мин гьущухи вехъва вагьу! 
2985,"ай-ай-ай; как ты его сильно отругала!",гощуб,он (р.п.),гощухи,вай-вāй; мин гощухи йехъвата йагьаб куц! 
2986,лежать на полу,чIабар,пол,чIабарахи,чIабарахи вераххи
2987,лежать весь день,зив,день ,зивхи,зивхи вераххи
2988,говорить с дедушкой,има,отец,вечIухаимухи,вечIухаимухи гулаталъи 
2989,"шагу ступить не может; не спросив жену",гьаркIкIи,жена,гьаркIкIухи,гьаркIкIухи мацIцIичIада гали бухи билълъевчIи
2990,на столбах натянуть провода,гьума>гьумибалъи,столб>столбы,гьумибахи,гьумибахи кара гандай
2991,"деревья зацвели; на деревьях распустились цветы",ру́ша>рушибалъи,дерево>деревья,рушибахи,рушибахи гигинабалъи багьу ида
2992,разломаться надвое,кIеда,два,кIеркьахи,кIеркьахи гъарди 
2993,платье касается пола,чIабар,пол,чIабарахи,жила чIабарахи гъвандата ида
2994,стоять сбоку/держаться рядом,гъи́жи,бок,гъижихи ,гъижихи гьичIчIу вигъи 
2995,лечь сбоку ,гъи́жи,бок,гъижихи ,гъижихи вераххи 
2996,нести на плечах,гъижугъван>гъижугъвандē,плечо>плечи,гъижугъвандēхи,гъижугъвандēхи барлIи
2997,собака рычит на чужих людей,ада́м>адамал,человек>люди,адамалухи ,хвайи гьекIул адамалухи гъургъа ида
2998,за рубль червонец и я не разменяю (в знач. не такой уж я дурак),гъурущ,рубль,гъурущахи,гъурущахи гьацIада гъурущ ишкурла бершевчIи 
2999,я только что разговаривал с ним,гощуб,он (р.п.),гощухи,гьабссагIати гулата вукIа ден гощухи
3000,не обращай внимания на погоду,гьава-бакъ,"климат; погода",гьава-бакъихи,гьава-бакъихи хъидабасси 
3001,в бригадах по семь человек,биргада>..,бригада>бригады,биргадабахи,биргадабахи гьакьу-гьакьуда гьекIва ида 
3002,а) осмотреть дом б) присматривать за до-мом,гьанкъу,"дом; комната",гьанкъухи,гьанкъухи хъиди 
3003,в ушах шум,гьантIукIа>гьантIукIабалъи,ухо>уши,гьантIукIабахи,гьантIукIабахи хъуй 
3004,дать оплеуху,гьантIукIа>гьантIукIабалъи,ухо>уши,гьантIукIабахи,гьантIукIабахи бахай
3005,ухо режет (букв. в ухе дерется),гьантIукIа>гьантIукIабалъи,ухо>уши,гьантIукIабахи,гьантIукIабахи бехъвата ида
3006,послушать песню,кечIи,песня,кечIахи,кечIахи гьантIукIарикки
3007,послушать рассказ,ххабар,рассказ,хабарахи,хабарахи гьантIукIарикки
3008,"послушай; о чем он говорит",на,"вещь; предмет; явление",нāлълъихи,гощуди масатахоб нāлълъихи гьантIукIарикки
3009,сын должен слушаться отца,има,отец,имухи,вашащуди имухи гьантIукIарикки букке 
3010,бросить наземь,гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи билай
3011,выронить,гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи буки
3012,рассыпаться,гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи щунди 
3013,"выплеснуть; вылить на пол",гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи тIинди 
3014,разлиться наземь (или на пол),гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи чабди
3015,"а) спустить на пол (с рук); опустить на пол (о ребенке) 2. нареч. внизу (в знач. на земле; на полу);",гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи вештти 
3016,стелить на полу,гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи тIами
3017,(лечь) лежать на полу,гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи рераххи 
3018,"упасть;",гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи вахи
3019,работать до упаду,гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи вахидера игьалъи
3020,опустить на землю,гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи бешти 
3021,рассказать посторонним,гьекIуб,чужой,гьекIухи,гьекIухи маси 
3022,просить у чужих,гьекIуб,чужой,гьекIухи,гьекIухи хади 
3023,повесил слишком высоко,гье>гьехи,"наверху>нареч. наверху; на высоте; высоко",гьехи,рухIиди гьехи буххо
3024,спроси у каждого,гьиб-гьиб ,каждый,гьив-гьивщухи,гьив-гьивщухи мацIцIа 
3025,горы окутаны туманом,рекъа>рекъе,горка>горки,рекъēхи,рекъēхи гьира ида 
3026,послушаться чего-л. совета,гIакълу,совет,гIакълухи,гIакълухи гьантIукIа рикки
3027,учитель пожаловался родителям,ила-има,родители,ила-имухи,учителиди ила-имухи гIарз буху
3028,в дороге одежда пылится,микъи>микъе,дорога>дороги,микъēхи,микъēхи раъалъи дадалади гьибцIе 
3029,слушать доклад,даклад,доклад,дакладахи,дакладахи гьантIукIа рикки
3030,размазать кашу по лицу,ххунххул,лицо,ххунххубахи,ххунххубахи кащир жужадай
3031,краска размазывается на стенах,къинда>къинде,стена>стены,къиндехи,караска къиндехи жужадута ида 
3032,послушать зурну,зурма,"зурна; дудка",зурмахи,зурмахи гьантIукIарикки
3033,брать деньги за работу,му́ху,"труд; работа",мухухи,мухухи арси ибхи 
3034,несмотря на позволение,изну,"разрешение; позволение; дозволение",изнухи ,изнухи хъидичIада 
3035,а) никогда не пререкайся со старшими б) никогда не поднимай голос на старших,гIадамал?,люди?,гIадамалухи,индакIвала речIуха гIадамалухи гьирцIо гулата вагьабасси
3036,местн. п. III сер. от мест. гьил-гьил,гьил-гьил,каждый,RНДУ-ИНДµХИ ,RНДУ-ИНДµХИ 
3037,"местн. п. III сер. от мест. гьил  (употреб-ляется в косвенной речи); ",гьил,их,ИНДµХИ,ИНДµХИ
3038,похожее на яблоко,инчу,яблоко,инчухи,инчухи балълъина
3039,обменять на яблоки,инчу,яблоко,инчухи,инчухи берши 
3040,"он сказал; что его не предупредили",гьив>инщухи,"он>местн. п. III сер. от мест. гьив (употреб-ляется в косвенной речи); ",инщухи,инщухи бегъайчIаталу гьикьу гощуди
3041,за миллион,миллион,миллион,миллионихи,миллионихи
3042,не обращай внимания на чужие разговоры,калам,"речь; разговор",каламахи,гьекIуб каламахи гьантIукIа риккабасси 
3043,на каникулах,каникулде,каникулы,каникулдехи,каникулдехи
3044,купить за копейку,капек,копейка,капекахи,капекахи ибхи 
3045,ползать на лапах,квачIи>квачIибалъи,лапа>лапы,квачIибахи,квачIибахи лIурлIа рагьу
3046,читать стихи наизусть,ракIва,"сердце; душа",ракIвархи,кечIи ракIвархи баи 
3047,работать за «спасибо»,кири,"благословение; воздаяние; вознаграждение ",кирихи,кирихи игьалъи 
3048,ради благословения (бога) отремонтировал он родник,кири,"благословение; воздаяние; вознаграждение ",кирихи,кирихи къайдо гощуди инцци 
3049,наше стойбище овец находится далеко,чIчIидур,даль (> (ЧIЧIИДУРÁХИ//ЧIЧIИДУРÁХА -далеко)),чIчIидурахи,ищиб рехулъи къай чIчIидурахи ида
3050,я не намерен с ним разговаривать,гьущý,3sg.M,гьущухи ,диб гьущухи гулаталъи къасд гучIи 
3051,не выливай ни капли,гьачIчIахи,"наземь; на пол",гьачIчIахи,цеб къатIра тIиндабасси гьачIчIахи
3052,на дорогах – разбой (есть),микъи>микъе,дорога>дороги,микъехи,микъехи къачагълъи ида 
3053,бродить по улицам ,къватIи>къватIе,улица>улицы,къватIēхи,къватIēхи ссардалъи
3054,на улице,къватIи,улица,къватIé,къватIé
3055,обменять на пшеницу,къеру,пшеница,къерухи,къерухи бершай 
3056,заткнуть уши ватой,гьантIукIа>гьантIукIабалъи,ухо>уши,гьантIукIабахи,гьантIукIабахи пампа къиндай 
3057,застелить пол плитами,гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи къуну бикки 
3058,а) смотреть на ягнят б) смотри на ягнят,кьетIир>кьетIе,ягненок >ягнята,кьетIехи,кьетIехи хъиди 
3059,козы пасутся на скалах,кьуди>кьуде,скала>скалы,кьудехи ,цIцIине кьудехи инква ида
3060,мерку яблок поменяли на две мерки кар-тошки,катушка,картошка,катушкахи,рахху инчулъи берша кIеда рахху катушкахи
3061,сложить вдвое,кIеда,два,кIеркьахи,кIеркьахи сукIи 
3062,"а) присмотреть за детьми ; смотреть за детьми б) проявить забо-ту о детях; ",ма́кIи>ма́кIил,ребенок>дети,макIилухи,макIилухи хъиди 
3063,внять совету ,малълъи>..,советовать>..,малълъаблъихи,малълъаблъихи гьантIукIа рикки
3064,рассказать другу,гьуду́л,друг,гьудулахи,гьудулахи маси 
3065,расспрашивать соседей,мадухал>мадухалзáбалъи,сосед>соседи,мадугьалзабалъихи,мадугьалзабалъихи мацIцIацIцIи
3066,спросить мать,ила,мать,илухи,илухи мацIцIи 
3067,"погов. дурака не расспрашивай; сам расска-жет",гIабдал,дурак,гIабдалахи ,гIабдалахи мацIцIабасси; инщуйда масе 
3068,в предвечерье подул ветер,милълъарахи,"нареч. предвечерье; предзакатное время; предсумеречная пора; под вечер",милълъарахи ,милълъарахи мучу пуду 
3069,"посмотри; как они купаются (букв. посмот-ри на их купание) ",нучи>нучир,купаться>купание,нучирхи,голуб нучирхи хъиди 
3070,заплатить за палас деньги ,паларсса,палас ,паларссахи,паларссахи арси икки 
3071,"а) смотреть на канатоходца; б) смотреть представление канатоходца",палипан,канатоходец,палипанихи,палипанихи хъиди 
3072,стиранная одежда (или белье) реяла на ветру,мучу,ветер,мучулахи,мучаб раъалъи мучулахи парпадила букIа 
3073,дикие слоны водятся в лесах Индии,ру́хьу>рухье,лес>леса,рухьехи,гIалхул пиле Индийалъи рухьехи рукIе 
3074,на руках образовались волдыри,реа>реабалъи,рука(кисть)>руки,реабахи,реабахи пуле булIу
3075,слушать радио,радивал,радио,радивалихи ,радивалихи гьантIукIа рикки
3076,выучить наизусть (букв. выучить по серд-цу),ракIва,"сердце; душа",ракIвархи,ракIвархи бегъай
3077,на теневой стороне склона выросла хорошая трава,рацIан>рацIанде,склон(теневой)>склоны,рацIандехи,рацIандехи гьунчIа гванзи бижа ида
3078,на бедре есть рана,регъил,бедро,регъибахи,регъибахи анлълъа ида
3079,зимой отары овец находятся на кутанах,хъутан>хъутанде,кутан (зимнее пастбище)>кутаны,хъутандехи,ццибурулъи рехулъи рехъималъи хъутандехи рукIе
3080,а) спустись на землю б) умерь свой пыл (гонор),гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи решкуй 
3081,посмотрите на их неустроенность житья,рукIа-рахъин,житьё-бытьё,рукIа-рахъинхи,гьалуб рукIа-рахъинхи хъиди
3082,в ушах гудение,гьантIукIа>гьантIукIабалъи,ухо>уши,гьантIукIабахи,гьантIукIабахи руруй ида 
3083,в знач. нареч. в тени,садар,"прохлада; умеренный холод",САДАРÁХИ ,САДАРÁХИ 
3084,"в знач. нареч. в тени; в прохладе",садар,"прохлада; умеренный холод",САДАРÉ,САДАРÉ
3085,на дорогах грабили разбойники,микъи>микъе,дорога>дороги,микъехи,микъехи къачагъал рукIа тала игьата
3087,его не проведешь (букв. за рубль червонец он не выменяет),гъурущ,рубль,гъурушахи,гъурушахи тупен гьущуди бершевчIи
3088,стелить на пол ковер,гьачIчIахи,"наземь; на пол",гьачIчIахи,тIамсса гьачIчIахи тIами 
3089,в волосах развелись гниды,баса>басе,волос>волосы,басēхи,басēхи тIане багьуда
3090,просить бога ,Аллагь,Б-г,аллагьащухи,аллагьащухи хади 
3091,попрошайничать на дорогах,микъи>микъе,дорога>дороги,микъехи,микъехи хахадалъи 
3092,на кутане рано начинают косить траву ,хъутан,кутан (зимнее пастбище),хъутабахи ,хъутабахи гьунчIа бекъа хханде 
3093,цветы на деревьях раскрылись,ру́ша>рушибалъи,дерево>деревья,рушибахи,рушибахи гигина хъабу
3094,в углу паутина,бекIун,угол,бекIунахи,бекIунахи хъамассур ида 
3095,осмотреть больного,кIвахIаллъов,больной(человек),кIвахIаллъовщухи,кIвахIаллъовщухи хъиди
3096,соответственно своему труду получишь и деньги,игьалъи,работать,игьаблъихи,мин игьаблъихи хъиду гъикIаб дуй арси
3097,ходил навещать друга,гьуду́л,друг,гьудулахи,гьудулахи хъиди-вана вукIа
3098,за детьми был хороший присмотр (уход),ма́кIи>ма́кIил,ребенок>дети,макIилухи,макIилухи хъидир гванзи букIа
3099,я говорил с ним насчет тебя,гощуб,он (р.п.),гощухи ,дуб хIакъалда гулата вукIа ден гощухи 
3100,"платье; присборенное у ворота",unclear,,нихи,нихи цIцIимдаймалаб жила
3101,"скажи ему; чтоб был осторожен",гьущý,3sg.M,гьущухи,цIцIудурив вукIубаталу гьикьа гьущухи
3102,вода из ведра выплеснулась на землю,гьачIчIахи,"наземь; на пол",гьачIчIахи,видралъику лълъени чабду гьачIчIахи
3103,а) выплеснули б) вылили (на землю),гьачIчIахи,"наземь; на пол",гьачIчIахи,гьачIчIахи чабдо 
3104,сесть на пол ,чIабар,пол,чIабарахи,чIабарахи гьачIчIахи вукIи
3105,поставить на пол,чIабар,пол,чIабарахи,чIабарахи букIай
3106,стлать на пол доски,чIабар,пол,чIабарахи,чIабарахи чIчIе бикки 
3107,тесто прилипает к рукам,реа>реабалъи,рука(кисть)>руки,реабахи,гьатIи чIабдата ида реабахи
3108,ударить по лицу,ххунххул,лицо,ххунххубахи,ххунххубахи чIчIабди
3109,держись (будь) от нее подальше,гьу>гьулълъи,это>(она),гьулъичIуху,мин гьулъичIуху чIчIидурахи йикIуба
3109,держись (будь) от нее подальше,чIчIидур,даль (> (ЧIЧIИДУРÁХИ//ЧIЧIИДУРÁХА -далеко)),чIчIидурахи,мин гьулъичIуху чIчIидурахи йикIуба
3111,"а) держи на расстоянии б) держи подальше в) останови далеко;",чIчIидур,даль (> (ЧIЧIИДУРÁХИ//ЧIЧIИДУРÁХА -далеко)),чIчIидурахи,чIчIидурахи михамала 
3112,мои мысли далеко (сейчас),чIчIидур,даль (> (ЧIЧIИДУРÁХИ//ЧIЧIИДУРÁХА -далеко)),чIчIидурахи,диб пикре чIчIидурахи ида 
3113,"сады; террасы (букв. у теснины)",гъада,"ущелье; теснина",Гъа́дахи ,Гъа́дахи 
3114,"сады; пашня",unclear,,Гъаде́хи,Гъаде́хи
3115,"покосы; луга",unclear,,Гъи́ндирахи,Гъи́ндирахи
3116,местность у стогов,unclear,,Гъу́нардахи,Гъу́нардахи
3117,пастбище,unclear,,Гьа́ндирахи,Гьа́ндирахи
3118,"местность; сады (букв. у прудов)",unclear,,И́гьурдахи,И́гьурдахи
3119,местность (букв. у родника Куле),unclear,,Къулле́хи,Къулле́хи
3120,пастбище,unclear,,Ме́гьидахи,Ме́гьидахи
3121,квартал села,unclear,,Нича́рахи,Нича́рахи
3122,"сады; пашня (букв. у песков)",unclear,,Сси́рахи,Сси́рахи
3123,"сады; пашни (букв. у колючек)",unclear,,ЦIцIа́нахи,ЦIцIа́нахи
3124,"местность; пастбище",unclear,,Эчеда́хи,Эчеда́хи
3125,СБОКУ,гъи́жи,бок,гъижихи ,гъижихи
3126,«за божье благословение»,кири,"благословение; воздаяние; вознаграждение ",кирtхи,кирtхи
3127,наверху,гьеа/гье>гьеъе́хи,"наверху/на>наверху; выше; высоко",гьеêхи,гьеêхи
3128,Целый час мы ждали машину,машина,машина,машинахи,ТIопаб сагIатади машинахи хъиду рукIа ищи
3129,на полях,хури>хурдалъи,"пашня; пахотный участок>пашни",хурдахи,хурдахи
3130,"алл. от ""на полях""",хури>хурдалъи,"пашня; пахотный участок>пашни",хурдаха,хурдаха
3131,"эл. от ""на полях""",хури>хурдалъи,"пашня; пахотный участок>пашни",хурдахику//хурдахиру,хурдахику//хурдахиру
3132,у отца,има,отец,имухе//имухи ,имухе//имухи 
3133,у сестры,йацци,сестра,йаццухе//йаццухи ,йаццухе//йаццухи 
3134,"Не рассказывай маме; мол; сказали мне",ила,мать,илухи,Илухи масасситалу гьикьу дихъи 
3136,есть какое-то сходство между матерью и дочерью,ила,мать,илучIула,илучIула йешилълъичIула бакьу балълъинир ида 
3136,есть какое-то сходство между матерью и дочерью,йеши>йешилълъи(й),дочь>дочь. (DAT),йешилълъичIула,илучIула йешилълъичIула бакьу балълъинир ида 
3138,отдали от себя (кого-л.) ,мин>дуб,ты,дучIуда,дучIуда векьаруку ватIалъаймала
3139,нарастить одну на другую,цеб,один,цеблъичIу-цеб,цеблъичIу-цеб бацIи
3140,отдал больше половины,бекъини>бекъинир,делиться пополам>половина,бекъинирчIукула,бекъинирчIукула цIцIикIкIа икку
3141,подмети вокруг себя,мин>дуб,ты,дучIуда,дучIуда бехъутIу муса лIарда
3144,она рассказала про свои житейские невзго-ды,гьий>инлълъи,она>она.DAT,инлълъичIуда,гьулъиди маса инлълъичIуда гьессуб гIазаб-гIакъуба 
3145,взять на себя ответственность,ден>диб/дий,я,дичIуда,джавабчилъи дичIуда гьеа ибхи 
3146,погов. гордится даже своей тенью (о челове-ке с гордыней),анччу,тень,анччучIукула ,инщубда анччучIукула чIурхIхIа вукIе
3147,скрыть свои намерения ,ракIва,"сердце; душа",ракIварчIуссуб,ракIварчIуссуб нā къичай
3148,а) нечаянно б) случайно в) неожиданно (букв. не имея в сердце (ничего),ракIва,"сердце; душа",ракIварчIуда,ракIварчIуда гучIа
3149,выполни свою обязанность,мин>дуб,ты,дучIуда,дучIуда тIадабнā игьа 
3150,нельзя унижать слабых,мин>дуб,ты,дучIукуда,дучIукуда кIкIанцIцIил хIакъирай бегь-евчIи 
3151,ты грех на себя берешь,мин>дуб,ты,дучIуда,дучIуда гьеа хIаркъи ибхвата ида мин
3152,между болотом и нашим садом небольшое расстояние ,ахи,сад,ахичIула,цIцIинтурачIула ищиб ахичIула бакьу зуркIкIу манзил ида
3152,между болотом и нашим садом небольшое расстояние ,цIцIи́нтур,болото,цIцIинтурачIула,цIцIинтурачIула ищиб ахичIула бакьу зуркIкIу манзил ида
